SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Efficiency (%),Charging Cycles,Optimal Charging Duration Class,Battery Power (W),Charging Speed,Temp Diff,Energy Efficiency Ratio,Depth of Discharge (DOD) (%),SoC Change Per Cycle,Charging Stress,Temperature Stress,Battery Health (%),Charging Mode_Normal,Charging Mode_Slow,Battery Type_LiFePO4,EV Model_Model B,EV Model_Model C
43.70861069626263,3.629593050187034,33.55351153623154,33.45405988417796,26.439917565671852,59.363552027744205,8.805096198000713,98.23898076039984,112,1,121.78559228127646,0.2969337304091287,7.0141423185061065,1.6274552682924852,56.29138930373737,0.38680186456869586,1122.501184257546,0.11619830316284696,91.19490380199929,0,0,0,1,0
95.56428757689244,3.879330663164851,32.22809191647998,35.933627943827446,31.108646585999725,67.34356593750215,12.186859604161176,97.56262807916777,398,1,125.02342518689606,0.08077216019167915,4.8249813578277205,1.4275320103780573,4.43571242310756,0.23950949267391589,1158.0722642662645,0.07059891142115705,87.81314039583883,0,0,1,0,0
75.87945476302646,4.111062085113486,91.5629122468933,25.00935797584998,30.20321859580318,105.45473932021804,13.832335580295329,97.23353288394094,175,2,376.4208169407763,0.5202438195846211,-5.193860619953199,0.9133790896003275,24.12054523697354,0.43113326569901395,2289.9296496938928,-0.04878937897100062,86.16766441970466,0,1,1,0,0
63.8792635777333,4.012557420486693,32.45915798645555,32.49748199213998,18.077998093875472,54.00043860598922,9.318873828992766,98.13622523420143,150,1,130.2442352413021,0.2149613111685798,14.41948389826451,1.784280775235763,36.1207364222667,0.4230414806472404,1054.8409021448658,0.2621703437960277,90.68112617100724,0,0,1,1,0
24.041677639819287,4.064592803503015,34.47547535157679,31.43491966287497,17.984989394829476,106.96496848121711,11.687577238569476,97.6624845522861,886,2,140.12876901136462,0.03886750321485546,13.449930268045495,0.9045756778901543,75.95832236018072,0.02710448437409164,1083.7337980162426,0.12457679983841617,88.31242276143053,0,0,0,0,1
24.03950683025824,3.9611483566975023,78.34584361761674,36.65660753576542,20.363487354898268,28.81344309766915,5.435925976440278,98.91281480471194,248,0,310.33950970000205,0.31464194223942465,16.29312018086715,3.3177253120571324,75.96049316974177,0.0965442041375833,2871.892841549429,0.5465024662696863,94.56407402355973,0,1,0,0,1
15.227525095137953,3.984593595162497,50.4765858205486,38.12174120962521,22.221494526820745,97.67984372086308,10.807450291976748,97.83850994160466,830,2,201.12868056622807,0.06074198053014272,15.900246682804468,0.9914741070969031,84.77247490486205,0.018324338261297174,1924.2553417963913,0.16112962975277603,89.19254970802325,0,0,1,1,0
87.95585311974416,4.0944369560957234,79.9039501259663,20.24313542954773,23.16911162816965,104.75476330547365,14.139513036254067,97.17209739274918,221,2,327.16168633378595,0.35992770327011847,-2.9259761986219175,0.9188436941801539,12.044146880255838,0.39619753657542417,1617.5064837557634,-0.027667559428696437,85.86048696374593,0,0,1,0,0
64.1003510568888,3.67476760620143,15.882954180794671,33.48039838117585,28.593944336666905,38.181765283733874,8.06085124554772,98.38782975089046,310,0,58.36616551436583,0.05107059222120473,4.886454044508948,2.511061690008533,35.8996489431112,0.20611045355912797,531.7676334429682,0.12471245256878552,91.93914875445228,0,1,0,1,0
73.7265320016441,3.8425974745501983,53.88140743060459,21.03671598239458,16.13360864331671,63.03465323722004,9.991050168970272,98.00178996620596,379,1,207.0445601180515,0.14179317744895945,4.90310733907787,1.5304492959952904,26.273467998355898,0.1940171894780108,1133.4878648493136,0.07656959304384812,90.00894983102972,0,1,0,0,1
11.85260448662222,3.6548466092737217,13.025224016495436,30.97717330154712,15.693454084521328,36.54997746636556,5.1873203449389305,98.9625359310122,637,0,47.60519583171899,0.020415711624600996,15.28371921702579,2.6354885570745115,88.14739551337777,0.01857774997903169,403.48462165045277,0.407023392509777,94.81267965506107,1,0,0,0,1
97.29188669457947,4.191367605597653,15.638788310981909,25.752654580873564,22.838211258878182,90.66041289942176,13.707261472057802,97.25854770558844,784,2,65.54791071744881,0.019922023326091602,2.914443321995382,1.0610747282178346,2.7081133054205253,0.1239387091650694,402.7403134361202,0.0317960963714333,86.29273852794219,0,0,1,1,0
84.91983767203796,4.160841537780629,91.57937080099698,26.135531990442825,28.94327384275961,73.53477680616567,11.680666550304512,97.6638666899391,255,1,381.04725003260273,0.35773191719139447,-2.8077418523167843,1.3103127274925999,15.080162327962043,0.33171811590639827,2393.475575234082,-0.03767022553268748,88.31933344969549,1,0,1,0,0
29.11051996104485,3.5275987679579544,22.532083400583566,27.05917006904713,18.86870685912965,83.5323346708321,9.769512390740609,98.04609752185188,337,2,79.48414964342446,0.06666296864077978,8.190463209917482,1.1598650138274569,70.88948003895516,0.08612579870131613,609.6994767463445,0.09689148231633549,90.2304876092594,1,0,0,1,0
26.36424704863905,3.993902620760982,57.91786140476954,32.4258489809922,27.830089625125037,39.64869669562111,6.243562859449988,98.75128742811,475,0,231.3182984533804,0.12167617942178474,4.5957593558671626,2.4293838537447625,73.63575295136096,0.05538707363159465,1878.0358272130939,0.11306043562184472,93.75643714055,0,1,1,0,0
26.506405886809045,4.147673822190966,46.99860423406359,26.680999313375384,20.19656275880599,41.17458620524195,6.090585777112718,98.78188284457744,181,1,194.93488046113907,0.2582340891981516,6.484436554569395,2.3422134449371237,73.49359411319095,0.1456395927846651,1253.969727298652,0.1537522270642559,93.90941422288728,0,0,1,0,0
37.3818018663584,3.626402741589133,41.26089936329584,34.65398101180561,32.721722176270326,24.149732550990635,5.614266856490753,98.87714662870184,591,0,149.62863857148935,0.06969746514070244,1.9322588355352863,3.931538692438585,62.6181981336416,0.06314493558506487,1429.8544230656764,0.07683019418268826,94.38573314350924,0,0,1,1,0
57.22807884690141,3.897561661386841,90.98500111185452,28.09054771147739,32.91379888533233,52.20675351957297,8.61649412121669,98.27670117575666,455,1,354.61965209480326,0.19952851121020726,-4.823251173854935,1.8470719349490845,42.77192115309859,0.1255001729098715,2555.8185147613726,-0.0906511082673109,91.38350587878331,0,1,1,1,0
48.87505167779042,4.140841808311629,11.964105709794056,21.36706400619917,20.94574408562653,75.97446613336749,9.843311295313438,98.03133774093732,372,1,49.54146912217511,0.032075350428402295,0.421319920572639,1.2735565787632261,51.12494832220958,0.13103231012812444,255.63781247810255,0.005473502340927598,90.15668870468656,1,0,1,0,0
36.21062261782377,3.5237621850100598,69.74107175580302,35.675196849682145,19.59987507926481,105.79349139973289,12.41041525668637,97.51791694866272,679,2,245.75095139517182,0.1025603996408868,16.075321770417336,0.9131447588285013,63.78937738217623,0.053250915614446725,2488.02646339608,0.15052716752415815,87.58958474331362,0,1,1,0,0
22.554447458683764,3.7081443051607854,60.41513651156578,28.65533759198525,19.81063170360297,63.53963233997514,7.855458614198047,98.4289082771604,672,1,224.02804440087408,0.08976989080470398,8.844705888382283,1.52509248516736,77.44555254131623,0.03351329488660292,1731.2161324047916,0.13704301632508634,92.14454138580196,0,1,0,0,0
36.29301836816963,4.147077336763571,94.31402158297828,33.708877664438035,28.447676865834072,115.31201143941378,13.1094290882482,97.37811418235036,222,2,391.1275414457996,0.42293283221066497,5.261200798603962,0.8372146004290711,63.70698163183037,0.1627489612922405,3179.219815581783,0.04523351228728849,86.8905709117518,0,0,0,0,1
42.97256589643225,4.179740771615758,14.70320913574214,26.64912314297424,31.52129369096571,91.92452005758318,11.141461123435588,97.77170777531288,448,2,61.455602698254715,0.032746568231051536,-4.87217054799147,1.0521626338745254,57.02743410356775,0.0957072737114304,391.82763085529615,-0.052431484660585795,88.85853887656441,1,0,0,1,0
51.04629857953324,4.160986542379404,47.69139871667453,21.13171312293431,28.46184261822434,113.016520286255,13.026943942311297,97.39461121153774,807,2,198.4432682473331,0.059024008312716,-7.330129495290027,0.8542149064628042,48.95370142046676,0.06317611210338273,1007.8009561122436,-0.06429006495625962,86.97305605768871,0,0,0,0,0
80.66583652537122,3.8319499516602247,33.414201186584606,27.47842094025627,31.48700894498699,72.75879732721657,11.470445983882756,97.70591080322345,429,1,128.0415466216979,0.0777074446199642,-4.0085880047307185,1.3246678951362258,19.33416347462878,0.187594968663654,918.1694855873824,-0.05434725280223045,88.52955401611725,1,0,0,1,0
27.970640394252374,4.10342985569252,75.77388684826568,38.88897165388607,22.939843244149483,45.89042747931396,7.167182892349752,98.56656342153003,508,1,310.93282957504016,0.14886814704963786,15.949128409736584,2.102061523431693,72.02935960574763,0.05495214222839366,2946.7685377469743,0.3401361272889366,92.83281710765024,1,0,0,0,0
56.28109945722505,4.091184578974549,98.3167381447522,32.83468794597116,18.126339414177217,25.2826686364722,6.562678423199161,98.68746431536016,422,0,402.231922952889,0.23242727693794846,14.708348531793945,3.7548494667855965,43.71890054277495,0.13305224457972825,3228.199416848698,0.5596215793469053,93.43732157680084,0,0,0,1,0
63.31731119758382,3.723370331270279,33.0877056199823,33.42958297334414,29.759018947951844,92.60848514838504,12.55471847091182,97.48905630581764,210,2,123.19778143524697,0.1568137707108166,3.670564025392295,1.0414553354995677,36.68268880241618,0.30008204359044466,1106.1082004207835,0.03921187293623905,87.44528152908818,0,0,0,1,0
14.180537144799796,4.080240831905474,68.8757141326667,32.6456430727528,22.20949010283108,32.130299800553416,5.018833994257081,98.99623320114858,869,0,281.0295011307556,0.0791674875088123,10.436152969921718,2.988087454599337,85.8194628552002,0.0162994679825285,2248.4919799559925,0.31500327593616856,94.98116600574292,1,0,0,0,0
64.67903667112945,3.525905344300845,27.82878694837661,23.979842779188736,28.42541650458265,50.27751282719672,8.622736708115635,98.27545265837688,188,1,98.12166862669069,0.14724225898611962,-4.445573725393913,1.9165409404617855,35.32096332887055,0.34221712524407116,667.3299357576107,-0.0866963602617648,91.37726329188436,0,1,1,0,0
25.34717113185624,3.917388914937437,60.879722911444894,28.3666772820456,20.41287883963531,73.24709078838974,8.789616653060904,98.2420766693878,532,1,238.48955167775694,0.11422086850177278,7.953798442410289,1.323177455523284,74.65282886814376,0.04755566816483347,1726.955452849315,0.10712606188273777,91.2103833469391,0,0,1,1,0
15.854643368675156,3.661006186101392,51.75392380195026,35.018795967266364,16.624592696133455,76.44165877797477,8.913810198294973,98.217237960341,809,1,189.47143519395996,0.06389373308882748,18.39420327113291,1.2682739433814274,84.14535663132484,0.019573633788487848,1812.3600981259463,0.23752336354092168,91.08618980170503,1,0,0,1,0
95.3996983528,3.584396820044095,97.48047966683832,22.027457951063184,34.85163590975527,80.0583196987136,12.542884456752626,97.49142310864949,893,2,349.4087213341884,0.10903856785999812,-12.824177958692083,1.2027318536951694,4.6003016471999985,0.10671107198299777,2147.247166910751,-0.15820927458598186,87.45711554324737,1,0,1,1,0
96.90688297671034,3.5538672411404466,64.76745454268199,25.557055521794247,18.124030158611987,36.62553303497006,9.1753246778394,98.16493506443211,811,0,230.1749349912905,0.07976287505256402,7.43302536318226,2.608997857204981,3.0931170232896648,0.11934345194176149,1655.2654317526087,0.19755269264288775,90.8246753221606,0,1,1,0,1
82.7557613304815,3.9874021431146978,41.455573487813695,25.526382169317078,34.76841987926962,57.97374048216488,10.245252215170336,97.95094955696594,198,1,165.30004256935717,0.20831946476288288,-9.242037709952545,1.6609248244409516,17.244238669518495,0.415858097138098,1058.2108118981412,-0.15671445688183144,89.75474778482966,0,0,0,0,0
37.41523922560336,3.737912474637646,20.268620639914005,28.64037855189012,34.545598651328945,81.71942271169667,10.112732781516064,97.9774534436968,638,2,75.76232993363263,0.03171928112662598,-5.905220099438825,1.1844552371355297,62.58476077439664,0.058552800040067854,580.5009678517905,-0.07138855550310577,89.88726721848394,1,0,0,0,1
18.79049026057455,4.007336740070134,23.612214586144116,39.6073748188437,30.876362078160792,116.98188646337849,12.668383792585786,97.46632324148284,700,2,94.62209502547522,0.03368361567210287,8.73101274068291,0.8261126022233619,81.20950973942544,0.026805264280420186,935.2178334163784,0.07400299319161176,87.33161620741421,0,1,0,0,1
71.58097238609412,3.54574943855926,30.27852369561116,21.35005093367644,28.18845924163995,92.76311376996888,12.376810646819267,97.52463787063614,245,2,107.36005839411652,0.12308342965695593,-6.838408307963512,1.040117312122286,28.419027613905882,0.29097956254509805,646.4480230978272,-0.07293282009320136,87.62318935318073,1,0,1,0,0
49.61372443656412,3.720703236481427,32.58699952062682,30.3740198876119,26.556141005021694,112.2603757093958,13.354418525325118,97.32911629493498,793,2,121.24655458361492,0.04104156110910179,3.8178788825902075,0.8593395146830755,50.38627556343588,0.062485799038493856,989.7981715171185,0.033708866482892,86.64558147467488,0,0,1,0,0
20.98344113603009,3.877643904662736,86.5554452057024,23.58729364024421,32.322030907556695,96.2212058314177,10.246970558098525,97.9506058883803,356,2,335.6311945172613,0.2424522274669535,-8.734737267312486,1.007502479019108,79.0165588639699,0.058777146039299975,2041.6087022289703,-0.08984395114846225,89.75302944190148,0,1,0,0,1
54.56592191001432,4.053506215387275,60.510050945427245,39.413530908194886,20.78879043238976,79.17169688924005,11.29661404834713,97.74067719033056,288,1,245.27786760068997,0.20937733891151297,18.624740475805126,1.2191419289199112,45.43407808998568,0.18880941837375195,2384.914763194044,0.2323106682092041,88.70338595165288,1,0,1,0,0
13.094966900369656,3.723126752052449,57.10518202369298,22.266070094549285,24.35362424969754,39.20233691363445,5.034913259215485,98.9930173481569,339,0,212.60983087323595,0.16795641771674408,-2.087554155148254,2.462369726437068,86.90503309963034,0.038514608530498984,1271.5079857015437,-0.05192618925693022,94.96508674078451,0,1,1,1,0
91.83883618709038,3.938123963505906,20.32919846822957,28.072020047231824,27.38779938733004,86.66856518925131,13.21792324415372,97.35641535116926,970,2,80.05890364660243,0.020936352696425922,0.6842206599017828,1.1105054034020594,8.16116381290962,0.09458170565096846,570.681666944295,0.00780462938368783,86.78207675584628,0,0,1,1,0
33.290198344001524,4.120184423765331,87.41257240144915,34.75769969669212,23.22380951738982,82.3379565959907,10.263891285033909,97.94722174299322,998,2,360.1559192497101,0.08750007247392308,11.5338901793023,1.175301456187916,66.70980165599848,0.03332352186586739,3038.259941244927,0.13839900389226945,89.7361087149661,0,1,0,0,1
69.62700559185838,3.9311042317276135,75.05328728876353,34.091088560548904,23.54972908180536,80.24691704572665,11.87314779476425,97.62537044104717,602,2,295.0422952659266,0.12446647974919324,10.541359478743544,1.2015886139544538,30.372994408141622,0.11546767096493926,2558.6482637215568,0.12974473201008666,88.12685220523575,0,0,1,0,1
38.053996848046985,3.663071632327544,16.090152571000143,28.45457273787865,21.60569335004169,68.97858679882407,9.073644045864954,98.185271190827,807,1,58.939381442652724,0.01991355516212889,6.848879387836959,1.4030759362587888,61.946003151953015,0.047096530752533394,457.8384166950887,0.0978710731545103,90.92635595413505,1,0,1,0,0
56.80612190600297,3.5170805470895767,73.70515875067917,26.930483359054364,26.28463633369072,72.86566039892756,10.258968629830164,97.94820627403396,908,1,259.2269800621628,0.08108378300404749,0.6458470253636435,1.3260316870524596,43.19387809399703,0.06249298339494276,1984.9155512116256,0.008743535519422776,89.74103137016984,0,0,1,0,0
59.203925140895166,4.109069211730651,58.91843956083815,27.952247571057413,32.01149056030232,53.44425271181041,8.811496361581831,98.23770072768365,776,1,242.0999460026532,0.07582810754290624,-4.059242989244908,1.80437228604615,40.796074859104834,0.07619552785185993,1646.9028091049313,-0.07455778685643251,91.18850363841817,1,0,1,0,1
26.636900997297435,3.514888587595271,17.355281117210044,25.285525263172783,19.030567560126254,71.93126926423031,8.590393751709371,98.28192124965813,918,1,61.00187953338929,0.01888496313080527,6.254957703046529,1.3475964732436274,73.36309900270257,0.028984658321324738,438.83739913868015,0.08576510139134956,91.40960624829063,1,0,1,0,1
97.26261649881027,4.112291170878939,51.24705773757909,24.106658774135997,33.688660775068826,39.75559056784783,9.381429644301296,98.12371407113974,370,0,210.74282306776973,0.13813223109859593,-9.582002000932828,2.4076135986249145,2.7373835011897256,0.262163386789246,1235.395334058265,-0.23510889837263427,90.61857035569871,0,0,1,1,0
79.76195410250031,3.8702559938190486,53.62266584170423,29.6607939511778,28.78175307496459,100.51743973603767,13.84759071402038,97.23048185719593,619,2,207.53344387841176,0.08648817071242618,0.8790408762132103,0.9577712175367251,20.23804589749969,0.1286483130685489,1590.4908426436493,0.00865901345127363,86.15240928597962,1,0,1,1,0
94.55490474077702,4.157347388959027,24.91970861469482,25.370675121352143,31.465464253600604,38.57769546987078,9.211086948929026,98.1577826102142,649,0,103.59988554292129,0.03833801325337664,-6.0947891322484615,2.480128806007377,5.445095259222981,0.14546908421658003,632.2298313821825,-0.15399555380601246,90.78891305107098,0,1,0,0,0
90.5344615384884,4.059148265041566,95.11283323002542,25.749233297945004,26.123813852600232,28.49662898894664,8.188903824233892,98.36221923515322,213,0,386.0770919888455,0.44445249172909074,-0.3745805546552283,3.3346935770868185,9.4655384615116,0.42305823148826355,2449.0825324684606,-0.012699097066162917,91.81109617576611,1,0,0,1,0
63.810998092997664,4.198553877373336,86.49778343325957,33.13512126949114,30.59033402848127,63.62460263571574,10.14935618776742,97.97012876244652,438,1,363.1656040179111,0.19703367524660495,2.5447872410098675,1.515988103086639,36.189001907002336,0.14535534873120196,2866.1145436032375,0.03937799440492734,89.85064381223258,0,0,1,0,0
92.96868115208052,3.745498270816197,70.21201035961974,39.37074663399784,15.324007946789344,85.83074395060619,13.769533385187763,97.24609332296244,667,2,262.9789633924847,0.10510779993955051,24.046738687208496,1.119950018835276,7.031318847919479,0.13917467238335407,2764.2992705322204,0.2769380704706103,86.23046661481223,0,1,0,0,0
17.964325184672756,4.037031802251789,51.606600490054646,32.0727440111875,31.367608495590705,63.771682493354135,7.81616033423919,98.43676793315215,458,1,208.33748738445337,0.11243268080621928,0.7051355155967975,1.519750053478265,82.03567481532724,0.03913796336530012,1655.1652868051463,0.01088647829503499,92.18383966576081,0,1,1,0,0
27.638457617723063,3.7813516395264695,47.05889874260576,21.53958934129933,15.80277718170733,47.67541319513086,6.4318534475453575,98.71362931049092,749,1,177.9462439146624,0.06274519832347435,5.736812159591999,2.027997767882647,72.36154238227694,0.03685127682363075,1013.6293537695155,0.11785852000052192,93.56814655245464,1,0,1,1,0
14.070456001948424,3.835912934212736,68.58761204358588,21.511672277081335,32.79826752725725,75.81711838904408,8.097199613038496,98.3805600773923,713,1,263.0961081647563,0.09606108129353765,-11.286595250175917,1.2807114109532085,85.92954399805157,0.019706521011132246,1475.4342325492162,-0.14692812600720584,91.9028003869615,1,0,1,0,1
39.27972976869379,3.939253824252859,59.088868246621495,39.02846441691132,34.83925494477286,54.70023354122,8.47376250438192,98.3052474991236,433,1,232.76605021127705,0.1361494660060403,4.189209472138458,1.7648983002265957,60.72027023130621,0.09050628978961703,2306.147791798828,0.07520990857315357,91.52623749561808,0,0,0,0,1
44.98095607205338,4.111573979930437,15.604579529369705,25.945815806146676,20.88134924353556,113.28676901266331,12.986902678298613,97.40261946434028,788,2,64.15938316071163,0.01977766733760419,5.064466562611116,0.8522650548774179,55.01904392794662,0.05701008374151252,404.87354620139337,0.04431367345812321,87.0130973217014,0,1,1,1,0
34.42141285965063,4.188858428439507,56.12523838932985,21.841339721649508,19.206371125715872,112.2645139603572,12.168513792428108,97.56629724151438,268,2,235.1006778753209,0.2086440088822671,2.6349685959336355,0.861402162337118,65.57858714034937,0.1279606426009317,1225.850398619918,0.023263849407025042,87.83148620757188,0,0,1,0,1
84.58637582367363,4.037791389705163,82.57632555095556,31.980891743007632,30.30726727716081,70.23718199720955,11.681461878101528,97.6637076243797,438,1,333.4259763031388,0.18810096936436346,1.673624465846821,1.3709653426240993,15.413624176326366,0.19267967158012217,2640.8645279804646,0.023493692744785705,88.31853812189847,1,0,0,0,0
42.10779940242303,3.792436747517134,51.33158898372623,32.47297556580532,20.060526818405062,52.78839940182585,8.128072031896904,98.37438559362062,897,1,194.67180437032903,0.05716212581706707,12.412448747400258,1.8289145371052127,57.89220059757697,0.04689064521427955,1666.8894348225033,0.23076441919517163,91.8719279681031,0,1,0,0,1
35.28410587186427,3.794949901593949,14.676091979884156,32.97009640237376,32.31124766344407,93.71324139566391,11.222146896683894,97.75557062066322,360,2,55.695033814845125,0.040653994404111236,0.6588487389296915,1.0321214772102456,64.71589412813573,0.0977399054622279,483.87216738688505,0.006956247397102116,88.7778531033161,0,0,1,1,0
58.84264748424236,4.016307611112224,80.76503794456298,25.348040557150824,17.056851843149534,23.671294348306663,6.182142264428548,98.7635715471143,986,0,324.3772366085159,0.081828812507156,8.29118871400129,4.0031775452386436,41.15735251575764,0.05961767728899935,2047.2354574186077,0.3360662232368997,93.81785773557145,0,0,0,0,1
22.68318024772864,3.667144002037812,28.12274039223769,20.3022136842895,17.519103927587164,67.47690060436513,7.772344746964667,98.44553105060707,834,1,103.13013875026095,0.03367992861345831,2.7831097567023377,1.4376458365046325,77.31681975227136,0.027165485326621126,570.9538848310092,0.040643045058101325,92.22765525303534,0,0,0,0,0
82.19772826786357,3.577331879191976,33.275875139923485,39.30030738908944,34.58303110201231,53.63233942703335,10.544263401767097,97.89114731964658,298,1,119.03884894606004,0.11129055230743641,4.7172762870771265,1.791816867926541,17.802271732136433,0.27490879019352366,1307.7521216399525,0.08634585918432973,89.4557365982329,0,0,1,0,0
16.709557931179376,3.748235510348544,24.823571808906628,25.017860913822048,28.476777965400093,112.05358851025548,11.42416998477136,97.71516600304572,310,2,93.04459334783087,0.07981855887108241,-3.4589170515780445,0.8643260889872739,83.29044206882062,0.05372848209382436,621.0326668995,-0.030595376026160144,88.57583001522863,0,0,1,1,0
98.81982429404655,3.701067294157857,39.71935583843478,33.52052576105095,31.937744488579057,21.20030272726825,8.383709396693897,98.32325812066122,386,0,147.00400883864887,0.10263399441456016,1.582781272471891,4.428915196723532,1.1801757059534452,0.2553483831887508,1331.4136905946025,0.07129548150385301,91.6162906033061,0,1,1,1,0
